,cdd_method,mape,mae,rmse,r2,ctq,num_cd,exec_time(s),init_tr_end_idx,cd_idx
0,MRDDM,2.3794,0.4456,0.6221,0.6172,91.46,85,8.59,37241,"[37361, 37457, 37565, 37661, 37829, 37961, 38057, 38153, 38273, 38405, 38573, 38705, 38861, 39029, 39449, 39641, 39737, 39893, 39989, 40085, 40181, 40289, 40433, 40649, 40817, 40937, 41069, 41213, 41441, 41537, 41633, 41753, 41945, 42101, 42209, 42329, 42749, 42941, 43037, 43133, 43241, 43337, 43445, 43673, 43769, 44189, 44357, 44585, 44705, 44909, 45185, 45281, 45377, 45485, 45677, 45845, 45941, 46037, 46193, 46301, 46469, 46913, 47009, 47297, 47417, 47633, 47729, 47921, 48233, 48365, 48509, 48641, 48761, 48989, 49097, 49205, 49301, 49469, 49793, 49901, 50009, 50213, 50309, 50477, 50573]"
